1	0	1

2	0	0
2	1	1
2	2	6
2	7	10
2	11	12

3	0	1
3	2	2
3	3	3
3	5	7
3	9	9
3	11	14

4	0	1
4	3	4
4	5	5
4	6	6
4	8	10
4	12	12
4	14	17

5	0	1
5	2	4
5	5	6
5	7	8

6	0	8
6	10	22
6	24	26
6	28	32
6	34	44

10	0	3
10	4	4
10	5	6
10	7	7
10	8	9
10	11	12

11	0	1
11	2	3
11	4	4
11	5	6

12	0	0
12	2	2

13	0	1
13	3	4

14	0	0
14	1	2
14	4	4

15	0	0
15	1	3
15	4	5
15	6	7
15	9	9

16	0	0
16	2	3
16	4	5
16	7	7

17	0	0
17	1	3
17	4	5
17	6	7
17	9	9

18	0	0
18	1	3
18	4	4
18	5	6
18	7	8
18	10	10

19	0	0
19	1	3
19	4	4
19	5	5
19	6	7
19	8	9
19	10	10
19	11	12
19	14	15

20	0	0
20	1	3
20	4	4
20	5	6
20	7	7
20	8	9
20	10	10
20	11	12
20	13	13
20	14	15
20	17	18

21	3	3
21	4	5
21	6	7
21	8	8
21	9	10
21	11	12
21	13	14
21	15	15
21	16	18
21	19	20
21	21	22
21	23	26
21	27	27
21	28	31
21	32	33
21	34	34
21	35	36
21	37	38
21	39	39
21	40	41
21	42	42
21	43	43
21	44	44
21	45	46
21	47	47
21	49	49
21	50	50
21	51	54
21	55	55
21	57	60
21	61	61
21	62	62
21	63	63
21	64	65
21	66	66
21	67	67
21	68	69
21	70	70
21	71	71
21	73	75
21	76	76
21	77	80
21	81	82
21	83	84
21	85	85

22	4	5
22	6	7
22	8	8
22	9	9
22	10	11
22	12	13
22	14	14
22	15	16
22	17	18
22	19	20
22	21	21

23	4	4
23	5	5
23	6	7
23	8	9
23	10	10
23	11	12
23	13	13
23	14	14
23	16	18
23	19	19
23	20	23
23	24	24
23	25	28
23	29	30
23	31	32
23	33	34
23	35	36
23	37	37
23	38	38
23	39	40
23	41	42
23	43	43
23	44	45
23	46	46

24	3	3
24	4	4
24	5	5
24	6	7
24	8	9
24	10	10
24	12	16
24	17	17
24	18	20
24	21	22
24	23	24
24	25	25
24	26	27
24	28	28
24	29	30
24	31	31
24	33	36
24	37	38
24	39	40
24	41	42
24	43	44
24	45	47
24	48	48
24	49	50
24	52	53
24	54	54
24	55	56
24	57	57
24	58	58
24	59	60
24	61	62
24	63	64
24	65	66
24	67	68
24	69	69
24	70	73
24	74	74
24	75	79
24	80	80

25	4	4
25	5	5
25	6	7
25	8	8
25	9	10
25	11	12
25	13	14
25	15	16
25	17	17
25	18	19
25	20	21
25	22	23
25	24	24

26	4	4
26	5	5
26	6	6
26	7	9
26	10	11
26	12	13
26	14	15
26	16	16
26	17	18
26	19	20
26	21	21
26	22	22
26	23	23
26	24	27
26	28	28
26	29	30
26	31	32
26	33	33
26	34	35
26	36	37
26	38	38
26	39	40
26	41	41

27	4	4
27	5	5
27	6	6
27	7	9
27	10	11
27	12	12
27	13	14
27	15	15
27	16	17
27	18	19
27	20	20
27	21	22
27	23	23
27	24	25
27	26	26

28	3	3
28	4	4
28	5	5
28	6	6
28	7	8
28	9	9
28	10	10
28	11	12
28	13	16
28	17	17
28	18	19
28	20	20
28	21	22
28	23	23
28	24	24
28	25	28
28	29	29
28	30	31
28	32	32
28	33	34
28	35	35
28	36	36
28	37	37
28	38	39
28	40	40
28	42	42
28	43	44
28	45	46
28	48	48
28	49	49
28	50	50
28	51	51
28	52	55
28	56	58
28	59	59
28	60	60
28	61	61
28	62	63
28	64	65
28	66	66
28	67	67
28	68	68
28	69	69
28	70	72
28	73	73
28	74	74
28	75	75
28	76	77
28	78	78
