1	0	2
1	4	9

2	0	2

3	0	2
3	3	3
3	4	8
3	9	9
3	10	13

4	1	7
4	8	11
4	12	13

5	0	1
5	2	2
5	3	3
5	5	8
5	10	10
5	12	15

6	0	1
6	2	4
6	5	5
6	6	8
6	9	9
6	10	11
6	12	13

7	0	8
7	10	14
7	16	17
7	19	21
7	23	32
7	34	38
7	40	44
7	46	48
7	50	54
7	56	66

8	0	3
8	4	4
8	5	6
8	7	7
8	8	9
8	11	12

9	0	1
9	2	3
9	4	4
9	5	6

10	0	0
10	2	2

11	0	1
11	3	4

12	0	0
12	1	2
12	4	4

13	0	0
13	1	3
13	4	5
13	6	7
13	8	8
13	9	9
13	11	11

14	0	0
14	1	2
14	3	3
14	4	5
14	7	7

15	0	0
15	1	2
15	3	4
15	5	5
15	6	7
15	9	9

16	0	0
16	1	3
16	4	4
16	5	5
16	6	7
16	8	9
16	13	13

17	0	0
17	1	2
17	3	4
17	6	6

18	0	0
18	1	2
18	3	4
18	5	5
18	6	7
18	8	9
18	11	11

19	0	0
19	1	2
19	3	4
19	6	6

20	0	0
20	1	2
20	3	3
20	4	5
20	6	6
20	7	8
20	9	9
20	10	11
20	13	13

21	0	1
21	2	3
21	4	5
21	6	7
21	12	12

22	0	1
22	2	2
22	4	4
22	5	7
22	8	9
22	10	10
22	11	13
22	14	14
22	15	17
22	18	18
22	19	19
22	20	21
22	22	23
22	24	25
22	26	28
22	30	30

23	0	1
23	2	2
23	4	4
23	5	7
23	8	9
23	10	10
23	11	13
23	14	14
23	15	17
23	18	18
23	19	20
23	21	22
23	24	24

24	1	1
24	2	3
24	4	5
24	6	9
24	11	13
24	14	14
24	15	18
24	19	19
24	20	22
24	23	24
24	25	26
24	28	28
24	29	29
24	30	31
24	32	32
24	33	34
24	35	35
24	36	37
24	38	38
24	39	40
24	41	41
24	42	42
24	43	44
24	45	46
24	47	47
24	49	49
24	50	51
24	52	52
24	53	61
24	62	63
24	64	64

25	4	4
25	5	6
25	7	7
25	8	11
25	12	13
25	14	16
25	17	19
25	20	21
25	22	24
25	25	26
25	27	27

26	4	4
26	5	6
26	7	8
26	9	10
26	11	12
26	13	13
26	14	15
26	16	17
26	18	19
26	20	22
26	23	23
26	24	25
26	26	29
26	30	31
26	32	33
26	34	37
26	38	38
26	39	40
26	41	43
26	44	45
26	46	46
26	48	48
26	49	50
26	51	52
26	53	54
26	55	57
26	58	58
26	59	62
26	63	64
26	65	65
26	66	67
26	68	71
26	72	75
26	76	77
26	78	78
26	79	80
26	81	83
26	84	86
26	87	88
26	89	92
26	93	93
26	95	96
26	97	100
26	101	104
26	105	105
26	106	107
26	108	110
26	111	112
26	113	116
26	117	117
26	118	121
26	122	123
26	124	125
26	126	127
26	128	128
26	129	130
26	131	132
26	133	134
26	135	137
26	138	139
26	141	142
26	143	146
26	147	147
26	148	149
26	150	152
26	153	154
26	155	158
26	159	160
26	161	162
26	163	165
26	166	166
26	167	168
26	169	170
26	171	174
26	175	175
26	176	177
26	178	179
26	180	181
26	182	185
26	186	186
26	188	189
26	190	191
26	192	193
26	194	197
26	198	198
26	199	200
26	201	202
26	203	205
26	206	209
26	210	211
26	212	212
26	213	214
26	215	216
26	217	218
26	219	221
26	222	225
26	226	226
26	227	228
26	229	230
26	231	232
26	234	234
26	235	238
26	239	239
26	240	241
26	242	243
26	244	246
26	247	250
26	251	251

27	4	4
27	5	6
27	7	8
27	9	11
27	12	12
27	13	13
27	14	15
27	16	16
27	17	19
27	20	20
27	21	23
27	24	24
27	25	26
27	27	27
27	28	30
27	31	31
27	32	33
27	34	34
27	35	36
27	37	37
27	38	40
27	41	41
27	42	44
27	45	45
27	47	49
27	50	50
27	51	51
27	52	52
27	53	53
27	54	55
27	56	56
27	57	59
27	60	60
27	61	63
27	64	64
27	65	66
27	67	67
27	68	69
27	70	70
27	71	72
27	73	73
27	74	76
27	77	77
27	78	78
27	79	80
27	81	81
27	82	84
27	85	85
27	86	88
27	89	89
27	90	90
27	91	92
27	93	93
27	95	97
27	98	98
27	99	100
27	101	101
27	102	104
27	105	105
27	106	108
27	109	109

28	4	4
28	5	6
28	7	7
28	8	9
28	10	11
28	12	12

29	4	4
29	5	6
29	7	7
29	8	9
29	10	11
29	12	12
29	13	13
29	14	15
29	16	16
29	17	18
29	19	20
29	21	21
29	22	30
29	31	33
29	34	37
29	38	38
29	39	41
29	42	44
29	45	46
29	48	49
29	50	50
29	51	56
29	57	57
29	58	58

31	0	1
31	2	4
31	5	5
31	6	8
31	9	9
31	10	11
31	12	13

32	4	4
32	5	8
32	9	9
32	10	11
32	12	14
32	15	15
32	16	18
32	19	19
32	20	21
32	22	23
32	24	26
32	27	27
32	28	28
32	29	31
32	32	32
32	33	33
32	34	35
32	36	36
32	37	38
32	39	39
32	40	41
32	42	43
32	44	44
32	45	46
32	48	49
32	50	50
32	51	52
32	53	54
32	55	55
32	56	57
32	58	59
32	60	60
32	61	62
32	63	63
32	64	65
32	66	66
32	67	68
32	69	69
32	70	71
32	72	72
32	73	74
32	75	76
32	77	77

33	4	4
33	5	6
33	7	8
33	9	9
33	10	11
33	12	14
33	15	16
33	17	17
33	18	19
33	20	21
33	22	24
33	25	25
33	26	26
33	27	28
33	29	29

34	0	0
34	1	3
34	4	5
34	6	7

35	4	4
35	5	5
35	6	7
35	8	9
35	10	10
35	11	12
35	13	13
35	14	15
35	16	16
35	17	20
35	21	21
35	22	22
35	23	24
35	25	25
35	26	27
35	28	28
35	29	30
35	31	32
35	33	33
35	34	35
35	36	37
35	38	38
35	39	40
35	41	42
35	43	44
35	45	46
35	47	47

36	0	1
36	2	3
36	4	5
36	6	6
36	7	8
36	9	10
36	11	11
36	12	12
36	13	14
36	15	16
36	17	17
36	18	19
36	20	21
36	22	22
36	23	24
36	25	25
36	26	26
36	27	28
36	29	30
36	31	32
36	33	33

37	4	5
37	6	6
37	7	9
37	10	13
37	14	15
37	16	16
37	17	17
37	18	18
37	19	20
37	21	22
37	23	24
37	25	26

38	4	5
38	6	6
38	7	9
38	10	11
38	12	12
38	13	14
38	15	16
38	17	17
38	18	19
38	20	20
38	21	22
38	23	25
38	26	26
38	27	28
38	29	30

39	4	7
39	9	12
39	13	13
39	14	17
39	18	19
39	20	21
39	22	22
39	23	23
39	24	25
39	26	28
39	29	29
39	30	30
39	31	31
39	32	32

40	4	5
40	6	6
40	7	10
40	11	13
40	14	14
40	15	15
40	16	16
40	17	17
40	18	19
40	20	21
40	22	23
40	24	24
40	25	26
40	27	29
40	30	33

42	4	5
42	6	6
42	7	7
42	9	12
42	13	14
42	15	16
42	17	20
42	21	21
42	22	23

43	4	5
43	6	6
43	7	7
43	9	13
43	14	14
43	15	16
43	17	19
43	20	21
43	22	24
43	25	25
43	26	26
43	27	27
43	28	28
43	29	30
43	31	31
43	32	32
43	33	34

45	5	7
45	9	13
45	14	14
45	15	16
45	17	20
45	22	22
45	23	24
45	25	26
45	27	27
45	28	29
45	30	31
45	32	33
45	34	34
45	35	36
45	37	38
45	39	40
45	41	42
45	43	43
45	44	45
45	46	47
45	48	48
45	49	56
45	58	66
45	67	67
45	68	71
45	73	74
45	75	75
45	77	82
45	84	85
45	87	90
45	92	94
45	96	98
45	100	112
45	114	115
45	117	123
45	125	134
45	136	145
45	147	148
45	150	157
45	159	163
45	165	167
45	169	173
45	174	174
45	176	176
45	177	178
45	179	179
45	180	181

46	5	5
46	6	7
46	8	8
46	9	9
46	11	14
46	15	15
46	16	17
46	18	18
46	19	19
46	21	24
46	25	26
46	27	27
46	28	29
46	30	31
46	32	33
46	34	34
46	35	36
46	37	38
46	39	40
46	41	42
46	43	43
46	44	45
46	46	47
46	48	49
46	50	50
46	51	52
46	53	54
46	55	55
46	57	57
46	58	58
46	60	67
46	68	68
46	69	69
46	70	71
46	72	73
46	74	74
46	75	76
46	77	77

47	0	2

48	4	4
48	5	5
48	6	7
48	8	8
48	9	9
48	10	10
48	11	11
48	12	12
48	13	13
48	14	21
48	23	27
48	29	32

49	5	6
49	7	7
49	8	9
49	10	10
49	11	12
49	13	13
49	14	15
49	16	17
49	18	19
49	20	20
49	21	21
49	22	23
49	24	24
49	25	25
49	26	26
49	27	28
49	29	29
49	30	30
49	31	32
49	33	34
49	35	35
49	36	36
49	37	37
49	38	39
49	40	41
49	42	42
49	43	43
49	44	45
49	46	47
49	49	49
49	50	51
49	52	52
49	53	54
49	55	55
49	56	57
49	58	58
49	59	60
49	61	61
49	62	63
49	64	66
49	67	67
49	68	68
49	69	69
49	70	71
49	72	72
49	73	73

50	4	4
50	5	8
50	10	13
50	14	14
50	15	18
50	19	19
50	20	21
50	23	25
50	26	26

51	0	2

52	4	5
52	6	6
52	7	8
52	9	9
52	10	11
52	12	12
52	14	21
52	23	34

53	5	6
53	7	8
53	9	9
53	10	11
53	12	13
53	14	14
53	15	15
53	16	17
53	18	19
53	20	20
53	21	22
53	23	23
53	24	25
53	26	26
53	27	28
53	29	30
53	31	32
53	33	33
53	34	34
53	35	36
53	37	38
53	39	39
53	40	41
53	42	43
53	44	45
53	46	47
53	49	50
53	51	51
53	52	53
53	54	55
53	56	56
53	57	58
53	59	59
53	60	61
53	62	62
53	63	64
53	65	65
53	66	67
53	68	68
53	69	70
53	71	71
53	72	74
53	75	75
53	76	76
53	77	77
53	78	78

54	4	4
54	5	6
54	7	7
54	8	8
54	10	13
54	14	14
54	15	18
54	19	19
54	20	21
54	23	25
54	26	26

55	0	2

56	4	5
56	6	6
56	8	11
56	13	18

57	4	5
57	6	6
57	7	8
57	9	10
57	11	11
57	12	13
57	14	14
57	15	16
57	17	18
57	19	19
57	20	21
57	22	23
57	24	24

58	4	4
58	5	6
58	7	7
58	9	12
58	13	13
58	14	17
58	18	18
58	19	20
58	22	24
58	25	25

59	0	2

60	4	4
60	5	6
60	7	14

61	5	6
61	7	7
61	8	9
61	10	11
61	12	12
61	13	14
61	15	16
61	17	17
61	18	18
61	19	19
61	20	21
61	22	22
61	23	24
61	25	25
61	26	27
61	28	29
61	30	30
61	31	31
61	32	33
61	34	34
61	35	35
61	36	37
61	38	39
61	40	41
61	42	42
61	43	43
61	44	44
61	45	45
61	46	47
61	49	49
61	50	51
61	52	52

62	4	4
62	5	7
62	9	12
62	13	13
62	14	17
62	18	18
62	19	20
62	22	24
62	25	25

63	0	0
63	1	2
63	3	4
63	5	5
63	6	7

64	0	2
64	3	5
64	6	6
64	7	8
64	9	10
64	11	12
64	13	14

65	4	5
65	6	6
