1	0	1

2	0	6
2	7	10
2	11	12

3	0	1
3	2	2
3	3	3
3	5	10
3	12	12
3	14	17

4	0	1
4	2	3
4	4	5
4	6	7
4	8	9
4	10	13

5	0	0
5	1	1
5	2	3
5	4	4
5	5	7
5	8	9
5	10	11
5	12	13

6	0	1
6	2	3
6	4	5

7	0	8
7	10	22
7	24	26
7	28	29
7	30	30
7	31	34
7	36	45
7	47	52
7	54	55
7	57	70
7	72	80

8	0	0
8	1	4
8	6	6
8	7	7
8	9	10
8	11	11
8	12	15
8	17	26
8	28	33
8	35	36
8	38	42
8	44	52
8	54	55
8	57	67
8	69	71

9	0	3
9	4	4
9	5	6
9	7	7
9	8	9
9	11	12

10	0	1
10	2	3
10	4	4
10	5	6

11	0	1
11	3	4

12	0	0
12	1	2
12	5	5

13	0	0
13	1	3
13	4	5
13	6	7
13	9	9

14	0	0
14	1	2
14	3	3
14	4	5
14	7	7

15	0	0
15	1	3
15	4	5
15	6	7
15	8	9
15	10	11
15	12	13
15	14	15
15	16	17
15	19	19

16	0	2
16	3	4
16	5	6
16	7	7
16	8	11
16	12	13
16	15	15

17	0	2
17	3	4
17	5	6
17	7	8
17	10	10

18	0	2
18	3	4
18	5	6
18	7	7
18	8	9
18	10	11
18	13	13

19	0	2
19	3	4
19	5	6
19	9	9

20	0	2
20	3	4
20	5	6
20	8	8

21	0	0
21	1	3
21	4	5
21	6	7
21	8	9
21	10	11
21	12	13
21	14	15
21	16	17
21	19	19

22	0	2
22	3	5
22	6	7
22	8	9
22	10	11
22	13	13

23	0	2
23	3	3
23	4	5
23	6	7
23	8	9
23	10	11
23	13	13

24	0	0
24	2	3
24	4	5
24	11	11

25	0	2
25	3	4
25	5	6
25	7	8
25	16	16

26	0	2
26	3	4
26	5	7
26	8	9
26	14	14
26	15	15
26	20	20

27	0	2
27	3	4
27	5	6
27	7	8
27	9	10
27	12	12
27	13	13
27	14	14
27	15	15
27	16	16
27	17	17
27	18	18
27	19	19

28	0	2
28	3	4
28	5	6
28	7	8
28	10	10

29	0	2
29	3	4
29	5	6
29	8	8

30	0	2
30	4	5
30	6	7
30	9	9

31	0	0
31	1	2
31	3	4
31	5	5
31	6	7
31	9	9

32	0	2
32	3	4
32	5	6
32	8	8

33	0	2
33	3	4
33	5	5
33	6	7
33	8	9
33	11	11

34	0	0
34	1	2
34	3	4
34	8	8

35	0	2
35	3	4
35	5	6
35	8	8

36	0	2
36	3	4
36	5	6
36	12	12

37	0	2
37	3	4
37	5	6
37	8	8

38	0	2
38	3	4
38	5	6
38	8	8

39	0	2
39	3	4
39	5	6
39	8	8

40	0	0
40	1	2
40	3	3
40	4	5
40	6	6
40	7	8
40	9	9
40	10	11
40	15	15

41	0	2
41	4	5
41	11	11

42	0	2
42	3	4
42	20	20

43	0	2
43	3	4
43	8	8

44	0	2
44	3	4
44	5	5
44	6	6
44	7	7
44	8	8
44	23	23
44	24	24

45	0	0
45	1	1
45	2	2

46	0	0
46	2	2

47	2	3
47	4	4
47	5	5
47	7	10
47	11	11
47	12	13
47	14	15
47	16	17
47	18	19
47	20	21
47	22	25
47	26	26
47	27	28
47	29	29
47	30	30
47	31	32
47	33	33

48	3	3
48	4	4
48	5	6
48	7	7
48	8	9
48	10	10

49	2	2
49	3	3
49	4	4
49	5	5
49	6	7
49	8	8
49	9	11
49	12	13
49	14	15
49	16	17
49	18	19
49	20	21
49	22	23
49	24	24

50	2	2
50	3	3
50	4	4
50	5	5
50	6	7
50	8	8
50	9	10
50	11	11
50	12	13
50	14	14
50	15	16
50	17	19
